"Game","Map","Outcome","Event","Player_Team","Action","Player","Concat1","Role1","Concat","Role","Game_Feed","Getting_Voted_Off","Getting_Killed","Game_Player_That_Died","Day","Dying_Feed","Killing_Feed","Finding_Bodies_Feed","Body_Found_Feed","Meeting_Called_Feed","First_Kill_Feed","Self_Report_Code","Self_Report_Feed","Voted_Off_As_Crew_Feed","Body_Skipped_Feed","Votes_Off_Code","Vote_ID","Day_1_Vote","Crew_Alive","Impostors_Alive","Score","Crew_1","Is_Crew_1_Alive_1","Vote1","Crew_2","Is_Crew_1_Alive_2","Vote2","Crew_3","Is_Crew_3_Alive","Vote3","Crew_4","Is_Crew_4_Alive?","Vote4","Crew_5","Is_Crew_5_alive?","Vote5","Crew_6","Is_Crew_6_Alive?","Vote6","Crew_7","Is_Crew_7_Alive?","Vote7","Crew_8","Is_Crew_8_Alive?","Vote8"
216,"Polus",NA,3,"Crew","votes off","Dix","216-Crew",NA,"216-Dix","(Impostor).","Crew votes off Dix (Impostor).","Dix",NA,"216-Dix",1,"Dix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","BRazz","Yes",NA,"Andrew","Yes",NA,"LadyAtarka","Yes",NA,"Pojo","Yes",NA,"Scott","Yes",NA,"Iroknight","Yes",NA,"Fader","Yes",NA,"Chosaucer","No",NA
216,"Polus",NA,4,"Nick","kills","Andrew","216-Nick","(Impostor)","216-Andrew","(Crew).","Nick (Impostor) kills Andrew (Crew).",NA,"Andrew","216-Andrew",2,"Andrew","Nick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,"7-1","BRazz","Yes",NA,"Andrew","Yes",NA,"LadyAtarka","Yes",NA,"Pojo","Yes",NA,"Scott","Yes",NA,"Iroknight","Yes",NA,"Fader","Yes",NA,"Chosaucer","No",NA
216,"Polus",NA,5,"Scott","finds body of","Andrew","216-Scott","(Crew)","216-Andrew","(Crew).","Scott (Crew) finds body of Andrew (Crew).",NA,NA,NA,2,NA,NA,"Scott","Andrew",NA,NA,NA,NA,NA,NA,2,"216-2","Impostor voted off.",6,1,"6-1","BRazz","Yes","2-BRazz-Impostor voted off.","Andrew","No","2-Andrew-Dead","LadyAtarka","Yes","2-LadyAtarka-Impostor voted off.","Pojo","Yes","2-Pojo-Impostor voted off.","Scott","Yes","2-Scott-Impostor voted off.","Iroknight","Yes","2-Iroknight-Impostor voted off.","Fader","Yes","2-Fader-Impostor voted off.","Chosaucer","No","2-Chosaucer-Dead"
216,"Polus",NA,6,"Crew","votes off","Nick","216-Crew",NA,"216-Nick","(Impostor).","Crew votes off Nick (Impostor).","Nick",NA,"216-Nick",2,"Nick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"6-1","BRazz","Yes",NA,"Andrew","No",NA,"LadyAtarka","Yes",NA,"Pojo","Yes",NA,"Scott","Yes",NA,"Iroknight","Yes",NA,"Fader","Yes",NA,"Chosaucer","No",NA
216,"Polus","216-End",7,NA,"Crew Win - Voting",NA,"216-",NA,"216-",NA,"Crew Win - Voting",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,"6-0","BRazz","Yes",NA,"Andrew","No",NA,"LadyAtarka","Yes",NA,"Pojo","Yes",NA,"Scott","Yes",NA,"Iroknight","Yes",NA,"Fader","Yes",NA,"Chosaucer","No",NA
217,"Polus",NA,1,"Nick","kills","Andrew","217-Nick","(Impostor)","217-Andrew","(Crew).","Nick (Impostor) kills Andrew (Crew).",NA,"Andrew","217-Andrew",1,"Andrew","Nick",NA,NA,NA,"Andrew",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","BRazz","Yes",NA,"Andrew","Yes",NA,"Dix","Yes",NA,"Iroknight","Yes",NA,"Pojo","Yes",NA,"LadyAtarka","Yes",NA,"Fader","Yes",NA,"Scott","Yes",NA
217,"Polus",NA,2,"Chosaucer","kills","Dix","217-Chosaucer","(Impostor)","217-Dix","(Crew).","Chosaucer (Impostor) kills Dix (Crew).",NA,"Dix","217-Dix",1,"Dix","Chosaucer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","BRazz","Yes",NA,"Andrew","No",NA,"Dix","Yes",NA,"Iroknight","Yes",NA,"Pojo","Yes",NA,"LadyAtarka","Yes",NA,"Fader","Yes",NA,"Scott","Yes",NA
217,"Polus",NA,3,"Nick","kills","Fader","217-Nick","(Impostor)","217-Fader","(Crew).","Nick (Impostor) kills Fader (Crew).",NA,"Fader","217-Fader",1,"Fader","Nick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","BRazz","Yes",NA,"Andrew","No",NA,"Dix","No",NA,"Iroknight","Yes",NA,"Pojo","Yes",NA,"LadyAtarka","Yes",NA,"Fader","Yes",NA,"Scott","Yes",NA
217,"Polus",NA,4,"Chosaucer","kills","Scott","217-Chosaucer","(Impostor)","217-Scott","(Crew).","Chosaucer (Impostor) kills Scott (Crew).",NA,"Scott","217-Scott",1,"Scott","Chosaucer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","BRazz","Yes",NA,"Andrew","No",NA,"Dix","No",NA,"Iroknight","Yes",NA,"Pojo","Yes",NA,"LadyAtarka","Yes",NA,"Fader","No",NA,"Scott","Yes",NA
217,"Polus",NA,5,"Iroknight","finds body of","Scott","217-Iroknight","(Crew)","217-Scott","(Crew).","Iroknight (Crew) finds body of Scott (Crew).",NA,NA,NA,1,NA,NA,"Iroknight","Scott",NA,NA,NA,NA,NA,NA,2,"217-1","Impostor voted off.",4,2,"4-2","BRazz","Yes","1-BRazz-Impostor voted off.","Andrew","No","1-Andrew-Dead","Dix","No","1-Dix-Dead","Iroknight","Yes","1-Iroknight-Impostor voted off.","Pojo","Yes","1-Pojo-Impostor voted off.","LadyAtarka","Yes","1-LadyAtarka-Impostor voted off.","Fader","No","1-Fader-Dead","Scott","No","1-Scott-Dead"
217,"Polus",NA,6,"Crew","votes off","Nick","217-Crew",NA,"217-Nick","(Impostor).","Crew votes off Nick (Impostor).","Nick",NA,"217-Nick",1,"Nick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"4-2","BRazz","Yes",NA,"Andrew","No",NA,"Dix","No",NA,"Iroknight","Yes",NA,"Pojo","Yes",NA,"LadyAtarka","Yes",NA,"Fader","No",NA,"Scott","No",NA
217,"Polus",NA,7,"BRazz","calls an emergency meeting.",NA,"217-BRazz","(Crew)","217-",NA,"BRazz (Crew) calls an emergency meeting.",NA,NA,NA,2,NA,NA,NA,NA,"BRazz",NA,NA,NA,NA,NA,2,"217-2","Impostor voted off.",4,1,"4-1","BRazz","Yes","2-BRazz-Impostor voted off.","Andrew","No","2-Andrew-Dead","Dix","No","2-Dix-Dead","Iroknight","Yes","2-Iroknight-Impostor voted off.","Pojo","Yes","2-Pojo-Impostor voted off.","LadyAtarka","Yes","2-LadyAtarka-Impostor voted off.","Fader","No","2-Fader-Dead","Scott","No","2-Scott-Dead"
217,"Polus",NA,8,"Crew","votes off","Chosaucer","217-Crew",NA,"217-Chosaucer","(Impostor).","Crew votes off Chosaucer (Impostor).","Chosaucer",NA,"217-Chosaucer",2,"Chosaucer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"4-1","BRazz","Yes",NA,"Andrew","No",NA,"Dix","No",NA,"Iroknight","Yes",NA,"Pojo","Yes",NA,"LadyAtarka","Yes",NA,"Fader","No",NA,"Scott","No",NA
217,"Polus","217-End",9,NA,"Crew Win - Voting",NA,"217-",NA,"217-",NA,"Crew Win - Voting",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,"4-0","BRazz","Yes",NA,"Andrew","No",NA,"Dix","No",NA,"Iroknight","Yes",NA,"Pojo","Yes",NA,"LadyAtarka","Yes",NA,"Fader","No",NA,"Scott","No",NA
218,"Polus",NA,1,"Pojo","kills","Fader","218-Pojo","(Impostor)","218-Fader","(Crew).","Pojo (Impostor) kills Fader (Crew).",NA,"Fader","218-Fader",1,"Fader","Pojo",NA,NA,NA,"Fader",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","Chosaucer","Yes",NA,"Dix","Yes",NA,"Nick","Yes",NA,"Iroknight","Yes",NA,"Scott","Yes",NA,"BRazz","Yes",NA,"LadyAtarka","Yes",NA,"Fader","Yes",NA
218,"Polus",NA,2,"Dix","calls an emergency meeting.",NA,"218-Dix","(Crew)","218-",NA,"Dix (Crew) calls an emergency meeting.",NA,NA,NA,1,NA,NA,NA,NA,"Dix",NA,NA,NA,NA,NA,2,"218-1","Impostor voted off.",7,2,"7-2","Chosaucer","Yes","1-Chosaucer-Impostor voted off.","Dix","Yes","1-Dix-Impostor voted off.","Nick","Yes","1-Nick-Impostor voted off.","Iroknight","Yes","1-Iroknight-Impostor voted off.","Scott","Yes","1-Scott-Impostor voted off.","BRazz","Yes","1-BRazz-Impostor voted off.","LadyAtarka","Yes","1-LadyAtarka-Impostor voted off.","Fader","No","1-Fader-Dead"
218,"Polus",NA,3,"Crew","votes off","Andrew","218-Crew",NA,"218-Andrew","(Impostor).","Crew votes off Andrew (Impostor).","Andrew",NA,"218-Andrew",1,"Andrew",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","Chosaucer","Yes",NA,"Dix","Yes",NA,"Nick","Yes",NA,"Iroknight","Yes",NA,"Scott","Yes",NA,"BRazz","Yes",NA,"LadyAtarka","Yes",NA,"Fader","No",NA
218,"Polus",NA,4,"Chosaucer","calls an emergency meeting.",NA,"218-Chosaucer","(Crew)","218-",NA,"Chosaucer (Crew) calls an emergency meeting.",NA,NA,NA,2,NA,NA,NA,NA,"Chosaucer",NA,NA,NA,NA,NA,2,"218-2","Impostor voted off.",7,1,"7-1","Chosaucer","Yes","2-Chosaucer-Impostor voted off.","Dix","Yes","2-Dix-Impostor voted off.","Nick","Yes","2-Nick-Impostor voted off.","Iroknight","Yes","2-Iroknight-Impostor voted off.","Scott","Yes","2-Scott-Impostor voted off.","BRazz","Yes","2-BRazz-Impostor voted off.","LadyAtarka","Yes","2-LadyAtarka-Impostor voted off.","Fader","No","2-Fader-Dead"
218,"Polus",NA,5,"Crew","votes off","Pojo","218-Crew",NA,"218-Pojo","(Impostor).","Crew votes off Pojo (Impostor).","Pojo",NA,"218-Pojo",2,"Pojo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,"7-1","Chosaucer","Yes",NA,"Dix","Yes",NA,"Nick","Yes",NA,"Iroknight","Yes",NA,"Scott","Yes",NA,"BRazz","Yes",NA,"LadyAtarka","Yes",NA,"Fader","No",NA
218,"Polus","218-End",6,NA,"Crew Win - Voting",NA,"218-",NA,"218-",NA,"Crew Win - Voting",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,"7-0","Chosaucer","Yes",NA,"Dix","Yes",NA,"Nick","Yes",NA,"Iroknight","Yes",NA,"Scott","Yes",NA,"BRazz","Yes",NA,"LadyAtarka","Yes",NA,"Fader","No",NA
219,"Polus",NA,1,"Scott","kills","Chosaucer","219-Scott","(Impostor)","219-Chosaucer","(Crew).","Scott (Impostor) kills Chosaucer (Crew).",NA,"Chosaucer","219-Chosaucer",1,"Chosaucer","Scott",NA,NA,NA,"Chosaucer",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","Fader","Yes",NA,"Pojo","Yes",NA,"Andrew","Yes",NA,"Iroknight","Yes",NA,"Dix","Yes",NA,"BRazz","Yes",NA,"Chosaucer","Yes",NA,"LadyAtarka","Yes",NA
219,"Polus",NA,2,"Nick","kills","LadyAtarka","219-Nick","(Impostor)","219-LadyAtarka","(Crew).","Nick (Impostor) kills LadyAtarka (Crew).",NA,"LadyAtarka","219-LadyAtarka",1,"LadyAtarka","Nick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","Fader","Yes",NA,"Pojo","Yes",NA,"Andrew","Yes",NA,"Iroknight","Yes",NA,"Dix","Yes",NA,"BRazz","Yes",NA,"Chosaucer","No",NA,"LadyAtarka","Yes",NA
219,"Polus",NA,3,"Iroknight","finds body of","LadyAtarka","219-Iroknight","(Crew)","219-LadyAtarka","(Crew).","Iroknight (Crew) finds body of LadyAtarka (Crew).",NA,NA,NA,1,NA,NA,"Iroknight","LadyAtarka",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"219-1","Skipped Vote.",6,2,"6-2","Fader","Yes","1-Fader-Skipped Vote.","Pojo","Yes","1-Pojo-Skipped Vote.","Andrew","Yes","1-Andrew-Skipped Vote.","Iroknight","Yes","1-Iroknight-Skipped Vote.","Dix","Yes","1-Dix-Skipped Vote.","BRazz","Yes","1-BRazz-Skipped Vote.","Chosaucer","No","1-Chosaucer-Dead","LadyAtarka","No","1-LadyAtarka-Dead"
219,"Polus",NA,4,"Crew","skips voting.",NA,"219-Crew",NA,"219-",NA,"Crew skips voting.",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","Fader","Yes",NA,"Pojo","Yes",NA,"Andrew","Yes",NA,"Iroknight","Yes",NA,"Dix","Yes",NA,"BRazz","Yes",NA,"Chosaucer","No",NA,"LadyAtarka","No",NA
219,"Polus",NA,5,"Scott","kills","Dix","219-Scott","(Impostor)","219-Dix","(Crew).","Scott (Impostor) kills Dix (Crew).",NA,"Dix","219-Dix",2,"Dix","Scott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","Fader","Yes",NA,"Pojo","Yes",NA,"Andrew","Yes",NA,"Iroknight","Yes",NA,"Dix","Yes",NA,"BRazz","Yes",NA,"Chosaucer","No",NA,"LadyAtarka","No",NA
219,"Polus",NA,6,"Pojo","calls an emergency meeting.",NA,"219-Pojo","(Crew)","219-",NA,"Pojo (Crew) calls an emergency meeting.",NA,NA,NA,2,NA,NA,NA,NA,"Pojo",NA,NA,NA,NA,"Skipped - Meeting Called",0,"219-2","Skipped Vote.",5,2,"5-2","Fader","Yes","2-Fader-Skipped Vote.","Pojo","Yes","2-Pojo-Skipped Vote.","Andrew","Yes","2-Andrew-Skipped Vote.","Iroknight","Yes","2-Iroknight-Skipped Vote.","Dix","No","2-Dix-Dead","BRazz","Yes","2-BRazz-Skipped Vote.","Chosaucer","No","2-Chosaucer-Dead","LadyAtarka","No","2-LadyAtarka-Dead"
219,"Polus",NA,7,"Crew","skips voting.",NA,"219-Crew",NA,"219-",NA,"Crew skips voting.",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","Fader","Yes",NA,"Pojo","Yes",NA,"Andrew","Yes",NA,"Iroknight","Yes",NA,"Dix","No",NA,"BRazz","Yes",NA,"Chosaucer","No",NA,"LadyAtarka","No",NA
219,"Polus",NA,8,"Nick","kills","Iroknight","219-Nick","(Impostor)","219-Iroknight","(Crew).","Nick (Impostor) kills Iroknight (Crew).",NA,"Iroknight","219-Iroknight",3,"Iroknight","Nick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","Fader","Yes",NA,"Pojo","Yes",NA,"Andrew","Yes",NA,"Iroknight","Yes",NA,"Dix","No",NA,"BRazz","Yes",NA,"Chosaucer","No",NA,"LadyAtarka","No",NA
219,"Polus",NA,9,"Scott","kills","Fader","219-Scott","(Impostor)","219-Fader","(Crew).","Scott (Impostor) kills Fader (Crew).",NA,"Fader","219-Fader",3,"Fader","Scott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"4-2","Fader","Yes",NA,"Pojo","Yes",NA,"Andrew","Yes",NA,"Iroknight","No",NA,"Dix","No",NA,"BRazz","Yes",NA,"Chosaucer","No",NA,"LadyAtarka","No",NA
219,"Polus",NA,10,"BRazz","calls an emergency meeting.",NA,"219-BRazz","(Crew)","219-",NA,"BRazz (Crew) calls an emergency meeting.",NA,NA,NA,3,NA,NA,NA,NA,"BRazz",NA,NA,NA,NA,NA,2,"219-3","Impostor voted off.",3,2,"3-2","Fader","No","3-Fader-Dead","Pojo","Yes","3-Pojo-Impostor voted off.","Andrew","Yes","3-Andrew-Impostor voted off.","Iroknight","No","3-Iroknight-Dead","Dix","No","3-Dix-Dead","BRazz","Yes","3-BRazz-Impostor voted off.","Chosaucer","No","3-Chosaucer-Dead","LadyAtarka","No","3-LadyAtarka-Dead"
219,"Polus",NA,11,"Crew","votes off","Scott","219-Crew",NA,"219-Scott","(Impostor).","Crew votes off Scott (Impostor).","Scott",NA,"219-Scott",3,"Scott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"3-2","Fader","No",NA,"Pojo","Yes",NA,"Andrew","Yes",NA,"Iroknight","No",NA,"Dix","No",NA,"BRazz","Yes",NA,"Chosaucer","No",NA,"LadyAtarka","No",NA
219,"Polus","219-End",12,NA,"Crew Win - Tasks",NA,"219-",NA,"219-",NA,"Crew Win - Tasks",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"3-1","Fader","No",NA,"Pojo","Yes",NA,"Andrew","Yes",NA,"Iroknight","No",NA,"Dix","No",NA,"BRazz","Yes",NA,"Chosaucer","No",NA,"LadyAtarka","No",NA
220,"Polus",NA,1,"DBatterskull","kills","Chosaucer","220-DBatterskull","(Impostor)","220-Chosaucer","(Crew).","DBatterskull (Impostor) kills Chosaucer (Crew).",NA,"Chosaucer","220-Chosaucer",1,"Chosaucer","DBatterskull",NA,NA,NA,"Chosaucer",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","Dix","Yes",NA,"Scott","Yes",NA,"Andrew","Yes",NA,"Nick","Yes",NA,"Chosaucer","Yes",NA,"BRazz","Yes",NA,"Pojo","Yes",NA,"Oltanya","Yes",NA
220,"Polus",NA,2,"LadyAtarka","kills","Oltanya","220-LadyAtarka","(Impostor)","220-Oltanya","(Crew).","LadyAtarka (Impostor) kills Oltanya (Crew).",NA,"Oltanya","220-Oltanya",1,"Oltanya","LadyAtarka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","Dix","Yes",NA,"Scott","Yes",NA,"Andrew","Yes",NA,"Nick","Yes",NA,"Chosaucer","No",NA,"BRazz","Yes",NA,"Pojo","Yes",NA,"Oltanya","Yes",NA
220,"Polus",NA,3,"Scott","finds body of","Chosaucer","220-Scott","(Crew)","220-Chosaucer","(Crew).","Scott (Crew) finds body of Chosaucer (Crew).",NA,NA,NA,1,NA,NA,"Scott","Chosaucer",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","Dix","Yes",NA,"Scott","Yes",NA,"Andrew","Yes",NA,"Nick","Yes",NA,"Chosaucer","No",NA,"BRazz","Yes",NA,"Pojo","Yes",NA,"Oltanya","No",NA
220,"Polus",NA,4,"LadyAtarka","kills","Dix","220-LadyAtarka","(Impostor)","220-Dix","(Crew).","LadyAtarka (Impostor) kills Dix (Crew).",NA,"Dix","220-Dix",1,"Dix","LadyAtarka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","Dix","Yes",NA,"Scott","Yes",NA,"Andrew","Yes",NA,"Nick","Yes",NA,"Chosaucer","No",NA,"BRazz","Yes",NA,"Pojo","Yes",NA,"Oltanya","No",NA
220,"Polus",NA,5,"BRazz","finds body of","Dix","220-BRazz","(Crew)","220-Dix","(Crew).","BRazz (Crew) finds body of Dix (Crew).",NA,NA,NA,1,NA,NA,"BRazz","Dix",NA,NA,NA,NA,NA,NA,2,"220-1","Impostor voted off.",5,2,"5-2","Dix","No","1-Dix-Dead","Scott","Yes","1-Scott-Impostor voted off.","Andrew","Yes","1-Andrew-Impostor voted off.","Nick","Yes","1-Nick-Impostor voted off.","Chosaucer","No","1-Chosaucer-Dead","BRazz","Yes","1-BRazz-Impostor voted off.","Pojo","Yes","1-Pojo-Impostor voted off.","Oltanya","No","1-Oltanya-Dead"
220,"Polus",NA,6,"Crew","votes off","LadyAtarka","220-Crew",NA,"220-LadyAtarka","(Impostor).","Crew votes off LadyAtarka (Impostor).","LadyAtarka",NA,"220-LadyAtarka",1,"LadyAtarka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","Dix","No",NA,"Scott","Yes",NA,"Andrew","Yes",NA,"Nick","Yes",NA,"Chosaucer","No",NA,"BRazz","Yes",NA,"Pojo","Yes",NA,"Oltanya","No",NA
220,"Polus",NA,7,"DBatterskull","kills","Pojo","220-DBatterskull","(Impostor)","220-Pojo","(Crew).","DBatterskull (Impostor) kills Pojo (Crew).",NA,"Pojo","220-Pojo",2,"Pojo","DBatterskull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"5-1","Dix","No",NA,"Scott","Yes",NA,"Andrew","Yes",NA,"Nick","Yes",NA,"Chosaucer","No",NA,"BRazz","Yes",NA,"Pojo","Yes",NA,"Oltanya","No",NA
220,"Polus",NA,8,"Nick","finds body of","Pojo","220-Nick","(Crew)","220-Pojo","(Crew).","Nick (Crew) finds body of Pojo (Crew).",NA,NA,NA,2,NA,NA,"Nick","Pojo",NA,NA,NA,NA,NA,NA,1,"220-2","Crew voted off.",4,1,"4-1","Dix","No","2-Dix-Dead","Scott","Yes","2-Scott-Crew voted off.","Andrew","Yes","2-Andrew-Crew voted off.","Nick","Yes","2-Nick-Crew voted off.","Chosaucer","No","2-Chosaucer-Dead","BRazz","Yes","2-BRazz-Crew voted off.","Pojo","No","2-Pojo-Dead","Oltanya","No","2-Oltanya-Dead"
220,"Polus",NA,9,"Crew","votes off","BRazz","220-Crew",NA,"220-BRazz","(Crew).","Crew votes off BRazz (Crew).","BRazz",NA,"220-BRazz",2,"BRazz",NA,NA,NA,NA,NA,NA,NA,"BRazz",NA,NA,NA,NA,3,1,"3-1","Dix","No",NA,"Scott","Yes",NA,"Andrew","Yes",NA,"Nick","Yes",NA,"Chosaucer","No",NA,"BRazz","Yes",NA,"Pojo","No",NA,"Oltanya","No",NA
220,"Polus",NA,10,"DBatterskull","kills","Andrew","220-DBatterskull","(Impostor)","220-Andrew","(Crew).","DBatterskull (Impostor) kills Andrew (Crew).",NA,"Andrew","220-Andrew",3,"Andrew","DBatterskull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"3-1","Dix","No",NA,"Scott","Yes",NA,"Andrew","Yes",NA,"Nick","Yes",NA,"Chosaucer","No",NA,"BRazz","No",NA,"Pojo","No",NA,"Oltanya","No",NA
220,"Polus",NA,11,"DBatterskull","finds body of","Andrew","220-DBatterskull","(Impostor)","220-Andrew","(Crew).","DBatterskull (Impostor) finds body of Andrew (Crew).",NA,NA,NA,3,NA,NA,"DBatterskull","Andrew",NA,NA,1,"DBatterskull",NA,NA,2,"220-3","Impostor voted off.",2,1,"2-1","Dix","No","3-Dix-Dead","Scott","Yes","3-Scott-Impostor voted off.","Andrew","No","3-Andrew-Dead","Nick","Yes","3-Nick-Impostor voted off.","Chosaucer","No","3-Chosaucer-Dead","BRazz","No","3-BRazz-Dead","Pojo","No","3-Pojo-Dead","Oltanya","No","3-Oltanya-Dead"
220,"Polus",NA,12,"Crew","votes off","DBatterskull","220-Crew",NA,"220-DBatterskull","(Impostor).","Crew votes off DBatterskull (Impostor).","DBatterskull",NA,"220-DBatterskull",3,"DBatterskull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"2-1","Dix","No",NA,"Scott","Yes",NA,"Andrew","No",NA,"Nick","Yes",NA,"Chosaucer","No",NA,"BRazz","No",NA,"Pojo","No",NA,"Oltanya","No",NA
220,"Polus","220-End",13,NA,"Crew Win - Voting",NA,"220-",NA,"220-",NA,"Crew Win - Voting",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"2-0","Dix","No",NA,"Scott","Yes",NA,"Andrew","No",NA,"Nick","Yes",NA,"Chosaucer","No",NA,"BRazz","No",NA,"Pojo","No",NA,"Oltanya","No",NA
221,"Polus",NA,1,"Oltanya","kills","Andrew","221-Oltanya","(Impostor)","221-Andrew","(Crew).","Oltanya (Impostor) kills Andrew (Crew).",NA,"Andrew","221-Andrew",1,"Andrew","Oltanya",NA,NA,NA,"Andrew",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","Chosaucer","Yes",NA,"Pojo","Yes",NA,"Scott","Yes",NA,"LadyAtarka","Yes",NA,"Andrew","Yes",NA,"DBatterskull","Yes",NA,"BRazz","Yes",NA,"Nick","Yes",NA
221,"Polus",NA,2,"Dix","kills","Nick","221-Dix","(Impostor)","221-Nick","(Crew).","Dix (Impostor) kills Nick (Crew).",NA,"Nick","221-Nick",1,"Nick","Dix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","Chosaucer","Yes",NA,"Pojo","Yes",NA,"Scott","Yes",NA,"LadyAtarka","Yes",NA,"Andrew","No",NA,"DBatterskull","Yes",NA,"BRazz","Yes",NA,"Nick","Yes",NA
221,"Polus",NA,3,"BRazz","finds body of","Andrew","221-BRazz","(Crew)","221-Andrew","(Crew).","BRazz (Crew) finds body of Andrew (Crew).",NA,NA,NA,1,NA,NA,"BRazz","Andrew",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"221-1","Skipped Vote.",6,2,"6-2","Chosaucer","Yes","1-Chosaucer-Skipped Vote.","Pojo","Yes","1-Pojo-Skipped Vote.","Scott","Yes","1-Scott-Skipped Vote.","LadyAtarka","Yes","1-LadyAtarka-Skipped Vote.","Andrew","No","1-Andrew-Dead","DBatterskull","Yes","1-DBatterskull-Skipped Vote.","BRazz","Yes","1-BRazz-Skipped Vote.","Nick","No","1-Nick-Dead"
221,"Polus",NA,4,"Crew","skips voting.",NA,"221-Crew",NA,"221-",NA,"Crew skips voting.",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","Chosaucer","Yes",NA,"Pojo","Yes",NA,"Scott","Yes",NA,"LadyAtarka","Yes",NA,"Andrew","No",NA,"DBatterskull","Yes",NA,"BRazz","Yes",NA,"Nick","No",NA
221,"Polus",NA,5,"Dix","kills","DBatterskull","221-Dix","(Impostor)","221-DBatterskull","(Crew).","Dix (Impostor) kills DBatterskull (Crew).",NA,"DBatterskull","221-DBatterskull",2,"DBatterskull","Dix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","Chosaucer","Yes",NA,"Pojo","Yes",NA,"Scott","Yes",NA,"LadyAtarka","Yes",NA,"Andrew","No",NA,"DBatterskull","Yes",NA,"BRazz","Yes",NA,"Nick","No",NA
221,"Polus",NA,6,"Oltanya","finds body of","DBatterskull","221-Oltanya","(Impostor)","221-DBatterskull","(Crew).","Oltanya (Impostor) finds body of DBatterskull (Crew).",NA,NA,NA,2,NA,NA,"Oltanya","DBatterskull",NA,NA,1,"Co-Impostor report",NA,"Skipped - Body Found",0,"221-2","Skipped Vote.",5,2,"5-2","Chosaucer","Yes","2-Chosaucer-Skipped Vote.","Pojo","Yes","2-Pojo-Skipped Vote.","Scott","Yes","2-Scott-Skipped Vote.","LadyAtarka","Yes","2-LadyAtarka-Skipped Vote.","Andrew","No","2-Andrew-Dead","DBatterskull","No","2-DBatterskull-Dead","BRazz","Yes","2-BRazz-Skipped Vote.","Nick","No","2-Nick-Dead"
