"Crewmate","Day","Event","Count"
"Seven","3","Voted_Crew",2
"Saku","3","Voted_Crew",1
"Adrien","3","Voted_Crew",0
"Riley","3","Voted_Crew",1
"Toffel","3","Voted_Crew",0
"Stranjak","3","Voted_Crew",0
"hafu","3","Voted_Crew",0
"DaveWilliams","3","Voted_Crew",3
"Nairbly","3","Voted_Crew",3
"Wolf","3","Voted_Crew",1
"FoxBox","3","Voted_Crew",3
"Ryuu","3","Voted_Crew",2
"coco","3","Voted_Crew",1
"yoinkster","3","Voted_Crew",1
"DuckMyInt","3","Voted_Crew",0
"Isaac","3","Voted_Crew",0
"BRazz","3","Voted_Crew",2
"Scott","3","Voted_Crew",6
"Iroknight","3","Voted_Crew",1
"Dix","3","Voted_Crew",0
"Nick","3","Voted_Crew",1
"Eric","3","Voted_Crew",1
"Nate","3","Voted_Crew",0
"AbeyBaby","3","Voted_Crew",0
"TomRoss","3","Voted_Crew",1
"BradNelson","3","Voted_Crew",0
"Zhoola","3","Voted_Crew",6
"Platypus","3","Voted_Crew",1
"Jason","3","Voted_Crew",6
"niphette","3","Voted_Crew",0
"Bonde","3","Voted_Crew",0
"LeeSharpe","3","Voted_Crew",1
"GGards","3","Voted_Crew",0
"SamSherman","3","Voted_Crew",1
"CALC","3","Voted_Crew",0
"honk","3","Voted_Crew",6
"Murklurker","3","Voted_Crew",1
"Aberdasher","3","Voted_Crew",0
"rettoto","3","Voted_Crew",0
"MurkLurker","3","Voted_Crew",1
"flutter","3","Voted_Crew",0
"Skadj","3","Voted_Crew",0
"ZJ","3","Voted_Crew",0
"sponsz","3","Voted_Crew",0
"Bim","3","Voted_Crew",0
"HunterPence","3","Voted_Crew",1
"LSV","4","Times_Alive",14
"dokomoy","4","Times_Alive",27
"Keaton","4","Times_Alive",20
"zlubars","4","Times_Alive",15
"BK","4","Times_Alive",34
"Dreamy","4","Times_Alive",12
"5up","4","Times_Alive",2
"Eirik","4","Times_Alive",5
"wrapter","4","Times_Alive",14
"Mani","4","Times_Alive",17
"Gaby","4","Times_Alive",8
"samie","4","Times_Alive",0
"LadyAtarka","4","Times_Alive",11
"Oltanya","4","Times_Alive",14
"Bene","4","Times_Alive",1
"Ian","4","Times_Alive",16
"Pojo","4","Times_Alive",16
"Sam","4","Times_Alive",31
"Pheylop","4","Times_Alive",29
"jorbs","4","Times_Alive",19
"julie","4","Times_Alive",0
"Ahamkara","4","Times_Alive",30
"dcsports8","4","Times_Alive",5
"Ben P","4","Times_Alive",1
"Squirrel_Loot","4","Times_Alive",2
"Stunlock","4","Times_Alive",2
"Rada","4","Times_Alive",2
"PANCAKE","4","Times_Alive",1
"Memes","4","Times_Alive",8
"synthe","4","Times_Alive",0
"Emily","4","Times_Alive",1
"CoolJets","4","Times_Alive",4
"Ambiance","4","Times_Alive",0
"DBatterskull","4","Times_Alive",7
"bsweitz","4","Times_Alive",23
"Zyla","4","Times_Alive",6
"Andrew","4","Times_Alive",22
"Barnabus","4","Times_Alive",16
"Kyle","4","Times_Alive",4
"LegenVD","4","Times_Alive",2
"TheAsianAvenger","4","Times_Alive",1
"Whyin","4","Times_Alive",0
"GrahamLRR","4","Times_Alive",3
"Bloody","4","Times_Alive",31
"Seabats","4","Times_Alive",1
"AshlenRose","4","Times_Alive",0
"Voxy","4","Times_Alive",2
"SwayingRug","4","Times_Alive",0
"Fader","4","Times_Alive",4
"TomM","4","Times_Alive",8
"ScaldingHotSoup","4","Times_Alive",1
"Corey","4","Times_Alive",4
"Chosaucer","4","Times_Alive",16
"BennyB","4","Times_Alive",12
"Mullibok","4","Times_Alive",1
"JohnnyCatz","4","Times_Alive",0
"DoubleFried","4","Times_Alive",11
"Kibler","4","Times_Alive",5
"Rafon","4","Times_Alive",1
"HGRose","4","Times_Alive",9
"nucleosynth","4","Times_Alive",2
"Colossus","4","Times_Alive",1
"Trotske","4","Times_Alive",1
"Seven","4","Times_Alive",3
"Saku","4","Times_Alive",1
"Adrien","4","Times_Alive",1
"Riley","4","Times_Alive",2
"Toffel","4","Times_Alive",4
"Stranjak","4","Times_Alive",0
"hafu","4","Times_Alive",1
"DaveWilliams","4","Times_Alive",1
"Nairbly","4","Times_Alive",5
"Wolf","4","Times_Alive",4
"FoxBox","4","Times_Alive",3
"Ryuu","4","Times_Alive",3
"coco","4","Times_Alive",2
"yoinkster","4","Times_Alive",1
"DuckMyInt","4","Times_Alive",0
"Isaac","4","Times_Alive",0
"BRazz","4","Times_Alive",5
"Scott","4","Times_Alive",14
"Iroknight","4","Times_Alive",3
"Dix","4","Times_Alive",1
"Nick","4","Times_Alive",7
"Eric","4","Times_Alive",4
"Nate","4","Times_Alive",0
"AbeyBaby","4","Times_Alive",1
"TomRoss","4","Times_Alive",3
"BradNelson","4","Times_Alive",0
"Zhoola","4","Times_Alive",12
"Platypus","4","Times_Alive",7
"Jason","4","Times_Alive",10
"niphette","4","Times_Alive",0
"Bonde","4","Times_Alive",0
"LeeSharpe","4","Times_Alive",1
"GGards","4","Times_Alive",0
"SamSherman","4","Times_Alive",0
"CALC","4","Times_Alive",0
"honk","4","Times_Alive",6
"Murklurker","4","Times_Alive",0
"Aberdasher","4","Times_Alive",0
"rettoto","4","Times_Alive",0
"MurkLurker","4","Times_Alive",0
"flutter","4","Times_Alive",3
"Skadj","4","Times_Alive",1
"ZJ","4","Times_Alive",1
"sponsz","4","Times_Alive",2
"Bim","4","Times_Alive",1
"HunterPence","4","Times_Alive",0
"LSV","4","Times_Dead",24
"dokomoy","4","Times_Dead",37
"Keaton","4","Times_Dead",20
"zlubars","4","Times_Dead",23
"BK","4","Times_Dead",49
"Dreamy","4","Times_Dead",4
"5up","4","Times_Dead",2
"Eirik","4","Times_Dead",3
"wrapter","4","Times_Dead",21
"Mani","4","Times_Dead",19
"Gaby","4","Times_Dead",13
"samie","4","Times_Dead",2
"LadyAtarka","4","Times_Dead",13
"Oltanya","4","Times_Dead",21
"Bene","4","Times_Dead",1
"Ian","4","Times_Dead",23
"Pojo","4","Times_Dead",20
"Sam","4","Times_Dead",37
"Pheylop","4","Times_Dead",26
"jorbs","4","Times_Dead",20
"julie","4","Times_Dead",1
"Ahamkara","4","Times_Dead",26
"dcsports8","4","Times_Dead",6
"Ben P","4","Times_Dead",2
"Squirrel_Loot","4","Times_Dead",3
"Stunlock","4","Times_Dead",0
"Rada","4","Times_Dead",9
"PANCAKE","4","Times_Dead",1
"Memes","4","Times_Dead",10
"synthe","4","Times_Dead",1
"Emily","4","Times_Dead",4
"CoolJets","4","Times_Dead",16
"Ambiance","4","Times_Dead",0
"DBatterskull","4","Times_Dead",22
"bsweitz","4","Times_Dead",30
"Zyla","4","Times_Dead",6
"Andrew","4","Times_Dead",14
"Barnabus","4","Times_Dead",18
"Kyle","4","Times_Dead",5
"LegenVD","4","Times_Dead",1
"TheAsianAvenger","4","Times_Dead",2
"Whyin","4","Times_Dead",0
"GrahamLRR","4","Times_Dead",0
"Bloody","4","Times_Dead",23
"Seabats","4","Times_Dead",8
"AshlenRose","4","Times_Dead",3
"Voxy","4","Times_Dead",3
"SwayingRug","4","Times_Dead",0
"Fader","4","Times_Dead",8
"TomM","4","Times_Dead",7
"ScaldingHotSoup","4","Times_Dead",4
"Corey","4","Times_Dead",3
"Chosaucer","4","Times_Dead",21
"BennyB","4","Times_Dead",17
"Mullibok","4","Times_Dead",3
"JohnnyCatz","4","Times_Dead",2
"DoubleFried","4","Times_Dead",13
"Kibler","4","Times_Dead",9
"Rafon","4","Times_Dead",1
"HGRose","4","Times_Dead",6
"nucleosynth","4","Times_Dead",1
"Colossus","4","Times_Dead",1
"Trotske","4","Times_Dead",2
"Seven","4","Times_Dead",5
"Saku","4","Times_Dead",5
"Adrien","4","Times_Dead",1
"Riley","4","Times_Dead",3
"Toffel","4","Times_Dead",5
"Stranjak","4","Times_Dead",0
"hafu","4","Times_Dead",1
"DaveWilliams","4","Times_Dead",6
"Nairbly","4","Times_Dead",8
"Wolf","4","Times_Dead",2
"FoxBox","4","Times_Dead",1
"Ryuu","4","Times_Dead",1
"coco","4","Times_Dead",1
"yoinkster","4","Times_Dead",3
"DuckMyInt","4","Times_Dead",0
"Isaac","4","Times_Dead",1
"BRazz","4","Times_Dead",6
"Scott","4","Times_Dead",18
"Iroknight","4","Times_Dead",1
"Dix","4","Times_Dead",3
"Nick","4","Times_Dead",5
"Eric","4","Times_Dead",3
"Nate","4","Times_Dead",0
"AbeyBaby","4","Times_Dead",0
"TomRoss","4","Times_Dead",4
"BradNelson","4","Times_Dead",3
"Zhoola","4","Times_Dead",13
"Platypus","4","Times_Dead",5
"Jason","4","Times_Dead",13
"niphette","4","Times_Dead",2
"Bonde","4","Times_Dead",1
"LeeSharpe","4","Times_Dead",0
"GGards","4","Times_Dead",2
"SamSherman","4","Times_Dead",0
"CALC","4","Times_Dead",1
"honk","4","Times_Dead",16
"Murklurker","4","Times_Dead",2
"Aberdasher","4","Times_Dead",0
"rettoto","4","Times_Dead",0
"MurkLurker","4","Times_Dead",2
"flutter","4","Times_Dead",10
"Skadj","4","Times_Dead",0
"ZJ","4","Times_Dead",2
"sponsz","4","Times_Dead",0
"Bim","4","Times_Dead",0
"HunterPence","4","Times_Dead",1
"LSV","4","Skipped",4
"dokomoy","4","Skipped",9
"Keaton","4","Skipped",9
"zlubars","4","Skipped",3
"BK","4","Skipped",10
"Dreamy","4","Skipped",1
"5up","4","Skipped",0
"Eirik","4","Skipped",2
"wrapter","4","Skipped",3
"Mani","4","Skipped",5
"Gaby","4","Skipped",3
"samie","4","Skipped",0
"LadyAtarka","4","Skipped",4
"Oltanya","4","Skipped",6
"Bene","4","Skipped",0
"Ian","4","Skipped",5
"Pojo","4","Skipped",5
"Sam","4","Skipped",12
"Pheylop","4","Skipped",9
"jorbs","4","Skipped",7
"julie","4","Skipped",0
"Ahamkara","4","Skipped",9
"dcsports8","4","Skipped",0
"Ben P","4","Skipped",0
"Squirrel_Loot","4","Skipped",1
"Stunlock","4","Skipped",0
"Rada","4","Skipped",0
"PANCAKE","4","Skipped",0
"Memes","4","Skipped",1
"synthe","4","Skipped",0
"Emily","4","Skipped",1
"CoolJets","4","Skipped",2
"Ambiance","4","Skipped",0
"DBatterskull","4","Skipped",3
"bsweitz","4","Skipped",5
"Zyla","4","Skipped",1
"Andrew","4","Skipped",7
"Barnabus","4","Skipped",6
"Kyle","4","Skipped",0
"LegenVD","4","Skipped",2
"TheAsianAvenger","4","Skipped",0
"Whyin","4","Skipped",0
"GrahamLRR","4","Skipped",1
"Bloody","4","Skipped",6
"Seabats","4","Skipped",1
"AshlenRose","4","Skipped",0
"Voxy","4","Skipped",1
"SwayingRug","4","Skipped",0
"Fader","4","Skipped",3
"TomM","4","Skipped",2
"ScaldingHotSoup","4","Skipped",0
"Corey","4","Skipped",2
"Chosaucer","4","Skipped",7
"BennyB","4","Skipped",5
"Mullibok","4","Skipped",0
"JohnnyCatz","4","Skipped",0
"DoubleFried","4","Skipped",1
"Kibler","4","Skipped",2
"Rafon","4","Skipped",0
"HGRose","4","Skipped",4
"nucleosynth","4","Skipped",2
"Colossus","4","Skipped",0
"Trotske","4","Skipped",0
"Seven","4","Skipped",2
"Saku","4","Skipped",1
"Adrien","4","Skipped",1
"Riley","4","Skipped",1
"Toffel","4","Skipped",0
"Stranjak","4","Skipped",0
"hafu","4","Skipped",0
"DaveWilliams","4","Skipped",1
"Nairbly","4","Skipped",2
"Wolf","4","Skipped",1
"FoxBox","4","Skipped",1
"Ryuu","4","Skipped",2
"coco","4","Skipped",1
"yoinkster","4","Skipped",1
"DuckMyInt","4","Skipped",0
"Isaac","4","Skipped",0
"BRazz","4","Skipped",3
"Scott","4","Skipped",6
"Iroknight","4","Skipped",1
"Dix","4","Skipped",0
"Nick","4","Skipped",3
"Eric","4","Skipped",1
"Nate","4","Skipped",0
"AbeyBaby","4","Skipped",1
"TomRoss","4","Skipped",1
"BradNelson","4","Skipped",0
"Zhoola","4","Skipped",3
"Platypus","4","Skipped",2
"Jason","4","Skipped",4
"niphette","4","Skipped",0
"Bonde","4","Skipped",0
"LeeSharpe","4","Skipped",0
"GGards","4","Skipped",0
"SamSherman","4","Skipped",0
"CALC","4","Skipped",0
"honk","4","Skipped",2
"Murklurker","4","Skipped",0
"Aberdasher","4","Skipped",0
"rettoto","4","Skipped",0
"MurkLurker","4","Skipped",0
"flutter","4","Skipped",0
"Skadj","4","Skipped",1
"ZJ","4","Skipped",1
"sponsz","4","Skipped",1
"Bim","4","Skipped",0
"HunterPence","4","Skipped",0
"LSV","4","Voted_Impostor",9
"dokomoy","4","Voted_Impostor",15
"Keaton","4","Voted_Impostor",10
"zlubars","4","Voted_Impostor",10
"BK","4","Voted_Impostor",19
"Dreamy","4","Voted_Impostor",6
"5up","4","Voted_Impostor",2
"Eirik","4","Voted_Impostor",2
"wrapter","4","Voted_Impostor",7
"Mani","4","Voted_Impostor",9
"Gaby","4","Voted_Impostor",2
"samie","4","Voted_Impostor",0
"LadyAtarka","4","Voted_Impostor",5
"Oltanya","4","Voted_Impostor",7
"Bene","4","Voted_Impostor",1
"Ian","4","Voted_Impostor",8
"Pojo","4","Voted_Impostor",9
"Sam","4","Voted_Impostor",12
"Pheylop","4","Voted_Impostor",16
"jorbs","4","Voted_Impostor",9
"julie","4","Voted_Impostor",0
"Ahamkara","4","Voted_Impostor",15
"dcsports8","4","Voted_Impostor",3
"Ben P","4","Voted_Impostor",1
"Squirrel_Loot","4","Voted_Impostor",1
"Stunlock","4","Voted_Impostor",2
"Rada","4","Voted_Impostor",2
"PANCAKE","4","Voted_Impostor",1
"Memes","4","Voted_Impostor",5
"synthe","4","Voted_Impostor",0
"Emily","4","Voted_Impostor",0
"CoolJets","4","Voted_Impostor",1
"Ambiance","4","Voted_Impostor",0
"DBatterskull","4","Voted_Impostor",2
"bsweitz","4","Voted_Impostor",12
"Zyla","4","Voted_Impostor",4
"Andrew","4","Voted_Impostor",9
"Barnabus","4","Voted_Impostor",8
"Kyle","4","Voted_Impostor",2
"LegenVD","4","Voted_Impostor",0
"TheAsianAvenger","4","Voted_Impostor",1
"Whyin","4","Voted_Impostor",0
"GrahamLRR","4","Voted_Impostor",2
"Bloody","4","Voted_Impostor",17
"Seabats","4","Voted_Impostor",0
"AshlenRose","4","Voted_Impostor",0
"Voxy","4","Voted_Impostor",0
"SwayingRug","4","Voted_Impostor",0
"Fader","4","Voted_Impostor",0
"TomM","4","Voted_Impostor",3
"ScaldingHotSoup","4","Voted_Impostor",1
"Corey","4","Voted_Impostor",2
"Chosaucer","4","Voted_Impostor",7
"BennyB","4","Voted_Impostor",4
"Mullibok","4","Voted_Impostor",1
"JohnnyCatz","4","Voted_Impostor",0
"DoubleFried","4","Voted_Impostor",6
"Kibler","4","Voted_Impostor",3
"Rafon","4","Voted_Impostor",1
"HGRose","4","Voted_Impostor",4
"nucleosynth","4","Voted_Impostor",0
"Colossus","4","Voted_Impostor",1
"Trotske","4","Voted_Impostor",1
"Seven","4","Voted_Impostor",0
"Saku","4","Voted_Impostor",0
"Adrien","4","Voted_Impostor",0
"Riley","4","Voted_Impostor",0
"Toffel","4","Voted_Impostor",2
"Stranjak","4","Voted_Impostor",0
"hafu","4","Voted_Impostor",1
"DaveWilliams","4","Voted_Impostor",0
"Nairbly","4","Voted_Impostor",2
"Wolf","4","Voted_Impostor",2
"FoxBox","4","Voted_Impostor",1
"Ryuu","4","Voted_Impostor",0
"coco","4","Voted_Impostor",0
"yoinkster","4","Voted_Impostor",0
"DuckMyInt","4","Voted_Impostor",0
"Isaac","4","Voted_Impostor",0
"BRazz","4","Voted_Impostor",1
"Scott","4","Voted_Impostor",4
"Iroknight","4","Voted_Impostor",1
"Dix","4","Voted_Impostor",1
"Nick","4","Voted_Impostor",1
"Eric","4","Voted_Impostor",2
"Nate","4","Voted_Impostor",0
"AbeyBaby","4","Voted_Impostor",0
"TomRoss","4","Voted_Impostor",2
"BradNelson","4","Voted_Impostor",0
"Zhoola","4","Voted_Impostor",5
"Platypus","4","Voted_Impostor",3
"Jason","4","Voted_Impostor",6
"niphette","4","Voted_Impostor",0
"Bonde","4","Voted_Impostor",0
"LeeSharpe","4","Voted_Impostor",1
"GGards","4","Voted_Impostor",0
"SamSherman","4","Voted_Impostor",0
"CALC","4","Voted_Impostor",0
"honk","4","Voted_Impostor",2
"Murklurker","4","Voted_Impostor",0
"Aberdasher","4","Voted_Impostor",0
"rettoto","4","Voted_Impostor",0
"MurkLurker","4","Voted_Impostor",0
"flutter","4","Voted_Impostor",3
"Skadj","4","Voted_Impostor",0
"ZJ","4","Voted_Impostor",0
"sponsz","4","Voted_Impostor",1
"Bim","4","Voted_Impostor",0
"HunterPence","4","Voted_Impostor",0
"LSV","4","Voted_Crew",1
"dokomoy","4","Voted_Crew",3
"Keaton","4","Voted_Crew",1
"zlubars","4","Voted_Crew",2
"BK","4","Voted_Crew",5
"Dreamy","4","Voted_Crew",5
"5up","4","Voted_Crew",0
"Eirik","4","Voted_Crew",1
"wrapter","4","Voted_Crew",4
"Mani","4","Voted_Crew",3
"Gaby","4","Voted_Crew",3
"samie","4","Voted_Crew",0
"LadyAtarka","4","Voted_Crew",2
"Oltanya","4","Voted_Crew",1
"Bene","4","Voted_Crew",0
"Ian","4","Voted_Crew",3
"Pojo","4","Voted_Crew",2
"Sam","4","Voted_Crew",7
"Pheylop","4","Voted_Crew",4
"jorbs","4","Voted_Crew",3
"julie","4","Voted_Crew",0
"Ahamkara","4","Voted_Crew",6
"dcsports8","4","Voted_Crew",2
"Ben P","4","Voted_Crew",0
"Squirrel_Loot","4","Voted_Crew",0
"Stunlock","4","Voted_Crew",0
"Rada","4","Voted_Crew",0
"PANCAKE","4","Voted_Crew",0
"Memes","4","Voted_Crew",2
"synthe","4","Voted_Crew",0
"Emily","4","Voted_Crew",0
"CoolJets","4","Voted_Crew",1
"Ambiance","4","Voted_Crew",0
"DBatterskull","4","Voted_Crew",2
"bsweitz","4","Voted_Crew",6
"Zyla","4","Voted_Crew",1
"Andrew","4","Voted_Crew",6
"Barnabus","4","Voted_Crew",2
"Kyle","4","Voted_Crew",2
"LegenVD","4","Voted_Crew",0
"TheAsianAvenger","4","Voted_Crew",0
"Whyin","4","Voted_Crew",0
"GrahamLRR","4","Voted_Crew",0
"Bloody","4","Voted_Crew",8
"Seabats","4","Voted_Crew",0
"AshlenRose","4","Voted_Crew",0
"Voxy","4","Voted_Crew",1
"SwayingRug","4","Voted_Crew",0
"Fader","4","Voted_Crew",1
"TomM","4","Voted_Crew",3
"ScaldingHotSoup","4","Voted_Crew",0
"Corey","4","Voted_Crew",0
"Chosaucer","4","Voted_Crew",2
"BennyB","4","Voted_Crew",3
"Mullibok","4","Voted_Crew",0
"JohnnyCatz","4","Voted_Crew",0
"DoubleFried","4","Voted_Crew",4
"Kibler","4","Voted_Crew",0
"Rafon","4","Voted_Crew",0
"HGRose","4","Voted_Crew",1
"nucleosynth","4","Voted_Crew",0
"Colossus","4","Voted_Crew",0
"Trotske","4","Voted_Crew",0
"Seven","4","Voted_Crew",1
"Saku","4","Voted_Crew",0
"Adrien","4","Voted_Crew",0
"Riley","4","Voted_Crew",1
"Toffel","4","Voted_Crew",2
"Stranjak","4","Voted_Crew",0
"hafu","4","Voted_Crew",0
"DaveWilliams","4","Voted_Crew",0
"Nairbly","4","Voted_Crew",1
"Wolf","4","Voted_Crew",1
"FoxBox","4","Voted_Crew",1
"Ryuu","4","Voted_Crew",1
"coco","4","Voted_Crew",1
"yoinkster","4","Voted_Crew",0
"DuckMyInt","4","Voted_Crew",0
"Isaac","4","Voted_Crew",0
"BRazz","4","Voted_Crew",1
"Scott","4","Voted_Crew",4
"Iroknight","4","Voted_Crew",1
"Dix","4","Voted_Crew",0
"Nick","4","Voted_Crew",3
"Eric","4","Voted_Crew",1
"Nate","4","Voted_Crew",0
"AbeyBaby","4","Voted_Crew",0
"TomRoss","4","Voted_Crew",0
"BradNelson","4","Voted_Crew",0
"Zhoola","4","Voted_Crew",4
"Platypus","4","Voted_Crew",2
"Jason","4","Voted_Crew",0
"niphette","4","Voted_Crew",0
"Bonde","4","Voted_Crew",0
"LeeSharpe","4","Voted_Crew",0
"GGards","4","Voted_Crew",0
"SamSherman","4","Voted_Crew",0
"CALC","4","Voted_Crew",0
"honk","4","Voted_Crew",2
"Murklurker","4","Voted_Crew",0
"Aberdasher","4","Voted_Crew",0
"rettoto","4","Voted_Crew",0
"MurkLurker","4","Voted_Crew",0
"flutter","4","Voted_Crew",0
"Skadj","4","Voted_Crew",0
"ZJ","4","Voted_Crew",0
"sponsz","4","Voted_Crew",0
"Bim","4","Voted_Crew",1
"HunterPence","4","Voted_Crew",0
"LSV","5","Times_Alive",4
"dokomoy","5","Times_Alive",11
"Keaton","5","Times_Alive",3
"zlubars","5","Times_Alive",7
"BK","5","Times_Alive",9
"Dreamy","5","Times_Alive",3
"5up","5","Times_Alive",0
"Eirik","5","Times_Alive",2
"wrapter","5","Times_Alive",2
"Mani","5","Times_Alive",2
"Gaby","5","Times_Alive",1
"samie","5","Times_Alive",0
"LadyAtarka","5","Times_Alive",4
"Oltanya","5","Times_Alive",6
"Bene","5","Times_Alive",0
"Ian","5","Times_Alive",4
"Pojo","5","Times_Alive",3
"Sam","5","Times_Alive",8
"Pheylop","5","Times_Alive",8
"jorbs","5","Times_Alive",7
"julie","5","Times_Alive",0
"Ahamkara","5","Times_Alive",6
"dcsports8","5","Times_Alive",0
"Ben P","5","Times_Alive",0
"Squirrel_Loot","5","Times_Alive",0
"Stunlock","5","Times_Alive",0
"Rada","5","Times_Alive",0
"PANCAKE","5","Times_Alive",0
"Memes","5","Times_Alive",1
"synthe","5","Times_Alive",0
"Emily","5","Times_Alive",1
"CoolJets","5","Times_Alive",0
"Ambiance","5","Times_Alive",0
"DBatterskull","5","Times_Alive",3
"bsweitz","5","Times_Alive",5
"Zyla","5","Times_Alive",3
"Andrew","5","Times_Alive",5
"Barnabus","5","Times_Alive",5
"Kyle","5","Times_Alive",0
"LegenVD","5","Times_Alive",1
"TheAsianAvenger","5","Times_Alive",0
"Whyin","5","Times_Alive",0
"GrahamLRR","5","Times_Alive",0
"Bloody","5","Times_Alive",9
"Seabats","5","Times_Alive",0
"AshlenRose","5","Times_Alive",0
"Voxy","5","Times_Alive",1
"SwayingRug","5","Times_Alive",0
"Fader","5","Times_Alive",1
"TomM","5","Times_Alive",1
"ScaldingHotSoup","5","Times_Alive",0
"Corey","5","Times_Alive",0
"Chosaucer","5","Times_Alive",9
"BennyB","5","Times_Alive",5
"Mullibok","5","Times_Alive",0
"JohnnyCatz","5","Times_Alive",0
"DoubleFried","5","Times_Alive",1
"Kibler","5","Times_Alive",2
"Rafon","5","Times_Alive",0
"HGRose","5","Times_Alive",4
"nucleosynth","5","Times_Alive",0
"Colossus","5","Times_Alive",1
"Trotske","5","Times_Alive",0
"Seven","5","Times_Alive",1
"Saku","5","Times_Alive",1
"Adrien","5","Times_Alive",0
"Riley","5","Times_Alive",0
"Toffel","5","Times_Alive",0
"Stranjak","5","Times_Alive",0
"hafu","5","Times_Alive",1
"DaveWilliams","5","Times_Alive",0
"Nairbly","5","Times_Alive",2
"Wolf","5","Times_Alive",2
"FoxBox","5","Times_Alive",1
"Ryuu","5","Times_Alive",0
"coco","5","Times_Alive",1
"yoinkster","5","Times_Alive",0
"DuckMyInt","5","Times_Alive",0
"Isaac","5","Times_Alive",0
"BRazz","5","Times_Alive",1
"Scott","5","Times_Alive",3
"Iroknight","5","Times_Alive",2
"Dix","5","Times_Alive",1
"Nick","5","Times_Alive",3
"Eric","5","Times_Alive",2
"Nate","5","Times_Alive",0
"AbeyBaby","5","Times_Alive",1
"TomRoss","5","Times_Alive",1
"BradNelson","5","Times_Alive",0
"Zhoola","5","Times_Alive",3
"Platypus","5","Times_Alive",2
"Jason","5","Times_Alive",2
"niphette","5","Times_Alive",0
"Bonde","5","Times_Alive",0
"LeeSharpe","5","Times_Alive",0
"GGards","5","Times_Alive",0
"SamSherman","5","Times_Alive",0
"CALC","5","Times_Alive",0
"honk","5","Times_Alive",2
"Murklurker","5","Times_Alive",0
"Aberdasher","5","Times_Alive",0
"rettoto","5","Times_Alive",0
"MurkLurker","5","Times_Alive",0
"flutter","5","Times_Alive",0
"Skadj","5","Times_Alive",1
"ZJ","5","Times_Alive",0
"sponsz","5","Times_Alive",1
"Bim","5","Times_Alive",0
"HunterPence","5","Times_Alive",0
"LSV","5","Times_Dead",9
"dokomoy","5","Times_Dead",15
"Keaton","5","Times_Dead",7
"zlubars","5","Times_Dead",4
"BK","5","Times_Dead",17
"Dreamy","5","Times_Dead",1
"5up","5","Times_Dead",1
"Eirik","5","Times_Dead",3
"wrapter","5","Times_Dead",8
"Mani","5","Times_Dead",7
"Gaby","5","Times_Dead",6
"samie","5","Times_Dead",0
"LadyAtarka","5","Times_Dead",6
"Oltanya","5","Times_Dead",7
"Bene","5","Times_Dead",0
"Ian","5","Times_Dead",8
"Pojo","5","Times_Dead",5
"Sam","5","Times_Dead",8
"Pheylop","5","Times_Dead",13
"jorbs","5","Times_Dead",5
"julie","5","Times_Dead",0
"Ahamkara","5","Times_Dead",14
"dcsports8","5","Times_Dead",3
"Ben P","5","Times_Dead",1
"Squirrel_Loot","5","Times_Dead",1
"Stunlock","5","Times_Dead",0
"Rada","5","Times_Dead",3
"PANCAKE","5","Times_Dead",1
"Memes","5","Times_Dead",6
"synthe","5","Times_Dead",0
"Emily","5","Times_Dead",0
"CoolJets","5","Times_Dead",7
"Ambiance","5","Times_Dead",0
"DBatterskull","5","Times_Dead",8
"bsweitz","5","Times_Dead",8
"Zyla","5","Times_Dead",4
"Andrew","5","Times_Dead",7
"Barnabus","5","Times_Dead",5
"Kyle","5","Times_Dead",4
"LegenVD","5","Times_Dead",0
"TheAsianAvenger","5","Times_Dead",1
"Whyin","5","Times_Dead",0
"GrahamLRR","5","Times_Dead",0
"Bloody","5","Times_Dead",6
"Seabats","5","Times_Dead",4
"AshlenRose","5","Times_Dead",1
"Voxy","5","Times_Dead",1
"SwayingRug","5","Times_Dead",0
"Fader","5","Times_Dead",3
"TomM","5","Times_Dead",3
"ScaldingHotSoup","5","Times_Dead",2
"Corey","5","Times_Dead",3
"Chosaucer","5","Times_Dead",8
"BennyB","5","Times_Dead",6
"Mullibok","5","Times_Dead",0
"JohnnyCatz","5","Times_Dead",1
"DoubleFried","5","Times_Dead",8
"Kibler","5","Times_Dead",4
"Rafon","5","Times_Dead",1
"HGRose","5","Times_Dead",1
"nucleosynth","5","Times_Dead",0
"Colossus","5","Times_Dead",0
"Trotske","5","Times_Dead",0
"Seven","5","Times_Dead",2
"Saku","5","Times_Dead",1
"Adrien","5","Times_Dead",1
"Riley","5","Times_Dead",2
"Toffel","5","Times_Dead",3
"Stranjak","5","Times_Dead",0
"hafu","5","Times_Dead",0
"DaveWilliams","5","Times_Dead",2
"Nairbly","5","Times_Dead",2
"Wolf","5","Times_Dead",1
"FoxBox","5","Times_Dead",0
"Ryuu","5","Times_Dead",1
"coco","5","Times_Dead",0
"yoinkster","5","Times_Dead",1
"DuckMyInt","5","Times_Dead",0
"Isaac","5","Times_Dead",0
"BRazz","5","Times_Dead",3
"Scott","5","Times_Dead",9
"Iroknight","5","Times_Dead",1
"Dix","5","Times_Dead",2
"Nick","5","Times_Dead",3
"Eric","5","Times_Dead",1
"Nate","5","Times_Dead",0
"AbeyBaby","5","Times_Dead",0
"TomRoss","5","Times_Dead",2
"BradNelson","5","Times_Dead",1
"Zhoola","5","Times_Dead",5
"Platypus","5","Times_Dead",3
"Jason","5","Times_Dead",4
"niphette","5","Times_Dead",1
"Bonde","5","Times_Dead",0
"LeeSharpe","5","Times_Dead",0
